client,site,user,ID,device_class,Title,netbios_name,manufacturer,model,service_tag_serial_number,tpm_chip,lan_ip,admin_url,username,teamviewer_id,ex05_licence,ex05_recovery_key,cgss_subscription,cgss_expiry,net_extender_vpn_url,net_extender_domain,wan_ip,guru_agent,agent_type,guru_remote,guru_security_manager,guru_patch_manager,patch_setting_1,patch_setting_2,patch_setting_3,patch_setting_4,guru_backup_manager,msp_backup_schedule,local_speed_vault,local_speed_vault_unc,days,archiving,file_and_folder,system_state,exchange,asset_status,ms_sql,network_shares,date_purchased,hyper_v,vmware,vdr_select,asset_id,_wp_page_template,serial_no,serial_number,cpu,storage,ram,asset_date_purchased,local_admin_password,os_version,password,ex05_license,tpn_chip,local_password,notes,nmc_agent,av_quick_scan,backup_scores,os_installation,vpn_domain,vpn_server,mac_address,teamviewer_password,warranty_expiry_date,purchase_order_no,local_username,bios_password,screen_saver_password,asset_domain,account_type,encryption_deployed,ex05_pin,boot_sector_lock_password_exo5,local_admin_username,purchase_price,purchase_supplier,server_type,filevault_recovery_key,nmc_license_type,pro_license,3rd_Party_Patching,patch_installed,3rd_Party_Profile,av_installed,AV_Profile_Desktops,av_full_scan,ex05_recovery_pin,patch_profile_desktops,ssh_username,whm_admin,ssh_port,ssh_password,purchase_date,av_profile_laptops,patch_profile_Laptops,server_purpose,in_a_cluster,ns1,ns3,ns2,ns4,host_name,backup_source,warranty_description,warranty_expiry
1331,1369,1816,2423,laptop-windows,"laptop-windows with Asset ID:",,,,,,192.168.1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,"Windows 10 Pro",,,,,,Yes,,,,,,,,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2424,laptop-windows,"laptop-windows with Asset ID:",,,,,,,,,743597077,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@adi01#l,"Windows 10 Pro",,,,Kinder1463,,,,,,,,,@adi01#t,,,Floyd,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2425,printer,"printer with Asset ID:",,,"hp color LaserJet 5550",,,192.168.30.20,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,N/A,,,,,,Yes,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1812,2426,laptop-mac,"laptop-mac with Asset ID:",Marilyns-MBP.home,,,,,,,,,,BTVP-ALAY-G5ER-6DM2-9K39-22LU,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Adi01#l,N/A,,,,Wednesday01,,No,,,,adroit.local,vpn.insight.com:4433,,,,,Mtran,Monday2018,,Adroit.local,"Active Directory on-premise only",tbc,,,sslocal,,,,fadcas,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2427,laptop-windows,"laptop-windows with Asset ID:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Jester01,N/A,,,Disconnected,,,Yes,,,,,,,,,,,,,,,cmd,,,ss_admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1806,2428,laptop-mac,"laptop-mac with Asset ID:",NATHANS-MACBOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stolen / Inactive",,,,,,,,default,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,Kelsey2002,,Adroit.local,"Active Directory on-premise only",Yes,,"M1nstrel1976(File Vault Password)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2429,access-point,"access-point with Asset ID:",ap1,,,Dddf,,192.168.30.66,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,"Internet2016
 Q8%De3!Sc",,N/A,,,,,,,,,,"SSID = ADI_GUEST
 SSID = ADI_SECURE",,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2430,access-point,"access-point with Asset ID:",b,,,,,192.168.30.61,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2431,access-point,"access-point with Asset ID:",c,,,,,192.168.30.67,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2432,access-point,"access-point with Asset ID:",d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,N/A,,,,,,No,,,,,,,,,,www.cloudtrax.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2433,access-point,"access-point with Asset ID:",e,,,165233344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,N/A,,,,,,No,,,,,,,,,,www.cloudtrax.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2434,access-point,"access-point with Asset ID:",e,,,165233118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,N/A,,,,,,No,,,,,,,,,,www.cloudtrax.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1811,2435,laptop-windows,"laptop-windows with Asset ID: 248",ADIWIN10-008,,,GRVC2G2,,N/A,,,599631741,,433708-133089-534424-493702-118426-214225-157300-193864,,N/A,,,,,Proffessional,,,,,,,,,N/A,,,,,,,,Live,,,,,,,,default,,,,,,,@adi01#l,"Windows 10 Pro",,,N/A,,N/A,Yes,,,,adroit.local,vpn.insight.com:4433,,@adi01#t,,,,N/A,N/A,Adroit.local,"Active Directory on-premise only",N/A,N/A,N/A,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2436,workstation-windows,"workstation-windows with Asset ID: 253",ADIWIN10-002,,,N/A,,N/A,,,198981639,,N/A,,N/A,,,,,Proffessional,,,,,,,,,N/A,,,,,,,,Live,,,,,,,,default,,,,,,,@adi01#l,"Windows 10 Pro",,,N/A,,N/A,Yes,,,,adroit.local,vpn.insight.com:4433,,@adi01#t,,,,,N/A,Adroit.local,"Active Directory on-premise only",,N/A,N/A,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1810,2437,laptop-windows,"laptop-windows with Asset ID: 249",ADIWIN10-007,,,1XV2NC2,,N/A,,,600358922,,583209-600842-346148-239921-539825-552376-459052-489368,,N/A,,,,,Proffessional,,,,,,,,,N/A,,,,,,,,Live,,,,,,,,default,,,,,,,@adi01#l,"Windows 10 Pro",,,N/A,,N/A,Yes,,,,adroit.local,vpn.insight.com:4433,,@adi01#t,,,,M3rl1n1066,N/A,Adroit.local,"Active Directory on-premise only",Yes,7126753750,N/A,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2438,workstation-windows,"workstation-windows with Asset ID: 257",ABBEY,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2439,server,"server with Asset ID:",ADI2K16-DC01,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,"@adi01#l / Password17","Windows server 2016",,,,,,Yes,,,,,,,,,,,,,Adroit.local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1816,2440,workstation-windows,"workstation-windows with Asset ID: 286",ADIWIN10-012,,,JK3VWM2,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Adi01#l,"Windows 10 Pro",,,,,,Yes,,,,adroit.local,vpn.insight.com:4433,,,,,,,,Adroit.local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1813,2441,laptop-windows,"laptop-windows with Asset ID: 386",ADIWIN10-016,,,4877LH2,,,,,630650693,,415437-576268-376937-322861-313577-198506-646888-540353,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Adi01#l,"Windows 10 Pro",,,,,,Yes,,,,adroit.local,vpn.insight.com:4433,,,,,,Dawidek15,,Adroit.local,"Active Directory on-premise only",,3043857847,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1369,1814,2442,laptop-windows,"laptop-windows with Asset ID: 387",ADIWIN10-017,,,20F7LH2,,,,,692634453,,645854-239470-652058-052514-231913-238392-703153-083908,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Adi01#l,"Windows 10 Pro",,,,,,Yes,,,,adroit.local,vpn.insight.com:4433,,,,,,Sammy,,Adroit.local,"Active Directory on-premise only",,9618157561,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,1367,1819,2443,workstation-windows,"workstation-windows with Asset ID:",AMW001,,,,,192.168.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,brazier,,yes,,,,,,,,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,1367,1820,2444,laptop-windows,"laptop-windows with Asset ID:",AMW002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,brazier,,yes,,,,,,,,,,AMW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,1373,1844,2445,laptop-windows,"laptop-windows with Asset ID:",CKWIN10-001,,,,,,,,264390134,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Ck01#l,"Windows 10 Pro",,,,"N/A Boost9284",,Yes,,,,,,,Jester01,,,"Janet.Snedden CK Guest",Friday2017,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,1373,1845,2446,workstation-windows,"workstation-windows with Asset ID:",CKWIN10-002,,,,,,,,266523788,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Jester01,"Windows 10 Pro",,,,"Thursday17
Friday2018",,Yes,,,,,,,Jester01,,,"Rob.Snedden
Janet.Snedden",,,Local,"Local Device Account",,,,Ss_admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,1373,1844,2447,laptop-windows,"laptop-windows with Asset ID: 274",CKWIN10-003,,,,,,,,343054666,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Ck01#l,"Windows 10 Pro",,,,Friday2017,,Yes,,,,,,,@Ck01#t,,,Janet.Snedden,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,1370,1840,2448,laptop-windows,"laptop-windows with Asset ID:",CATWIN10-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,1370,1842,2449,workstation-windows,"workstation-windows with Asset ID:",CORPORATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,1370,1841,2450,workstation-windows,"workstation-windows with Asset ID:",JANET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2451,switch,"switch with Asset ID:",192.168.1.112,,,,,192.168.1.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2452,switch,"switch with Asset ID:",192.168.1.122,,,,,192.168.1.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2453,switch,"switch with Asset ID:",192.168.1.199,,,,,192.168.1.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,dsagd,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2454,switch,"switch with Asset ID:",192.168.1.233,,,,,192.168.1.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2455,switch,"switch with Asset ID:",192.168.1.93,,,,,192.168.1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2456,workstation-windows,"workstation-windows with Asset ID:",BOARDROOM,,,,,N/A,,,,,N/A,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,"Windows 10 Pro",,,,,"Mini shuttle PC",yes,,,,INTERNAL,88.98.46.138,,,,,,No,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1847,2457,workstation-windows,"workstation-windows with Asset ID: 199",DMDWIN8-0011,,,,,N/A,,,,,N/A,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,"Windows 10 Pro",,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,No,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2458,workstation-windows,"workstation-windows with Asset ID: 236",DMS-0044,,,,,N/A,,,,,N/A,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,"Windows 8.1 Pro",,,,,,Yes,,,,INTERNAL,88.98.46.138,,,,,,No,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2459,workstation-windows,"workstation-windows with Asset ID: N/A",DMS2K12-BACKUP,,,,,192.168.1.20,,,,,N/A,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,"Windows Server 2012 R2 Standard",,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,No,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2460,server,"server with Asset ID: N/A",DMS2K12-DC01,,,,,192.168.1.22,,,,,N/A,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,"Windows Server 2012 R2 Standard",,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,No,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2461,server,"server with Asset ID:",DMS2K12-DC02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2462,server,"server with Asset ID:",DMS2K12-DC03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2463,server,"server with Asset ID:",DMS2K12-FP01,,,,,192.168.1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2464,server,"server with Asset ID:",DMS2K12-HOST1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2465,server,"server with Asset ID:",DMS2K12-HOST2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,Professional,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2466,server,"server with Asset ID:",DMS2K12-SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2467,server,"server with Asset ID:",DMS2K3-DC02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2468,server,"server with Asset ID:",DMS2K3-FP01,,,,,192.168.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TBC - DecomissioNo",,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2469,server,"server with Asset ID:",DMS2K8-DC01,,,,,192.168.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2470,server,"server with Asset ID:",DMS2K8-DC02,,,,,192.168.1.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TBC - DecomissioNo",,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2471,server,"server with Asset ID:",DMS2K8-MAIL02,,,,,192.168.1.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TBC - DecomissioNo",,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2472,server,"server with Asset ID:",DMS2K8-SQL01,,,,,192.168.1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tbc - Migrate VM to 2012",,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2473,server,"server with Asset ID:",DMS2K8-WEB01,,,,,192.168.1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2474,workstation-windows,"workstation-windows with Asset ID:",DMSWIN10-001,,,,,192.168.1.53,,,298550297,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,D2gfg45GH,,Yes,,,,,,,D2gfg45GH,,,payroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2475,workstation-windows,"workstation-windows with Asset ID:",DMSWIN10-002,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,@Dms01#l,,Yes,,,,INTERNAL,88.98.46.138,,,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1858,2476,workstation-windows,"workstation-windows with Asset ID:",DMSWIN10-003,,,,,,,,559854446,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1848,2477,workstation-windows,"workstation-windows with Asset ID: 216",DMSWIN10-006,,,,,,,,558907122,,N/A,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,No,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1849,2478,workstation-windows,"workstation-windows with Asset ID: 218",DMSWIN10-007,,,,,,,,558225119,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,NoO,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,4307,2479,workstation-windows,"workstation-windows with Asset ID: 0270",DMSWIN10-008,Dell,,,,,,,560045783,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,0270|0270,default,,,,,,,,"Windows 10 Pro",,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1878,2480,laptop-windows,"laptop-windows with Asset ID: 206",DMSWIN10-012,,,,,,,,755508909,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Jester01,,,,,,,No,,,,INTERNAL,88.98.46.138,,Jester01,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,ss_admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1851,2481,laptop-windows,"laptop-windows with Asset ID: 201",DMSWIN10-013,,,,,,,,436465759,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@dms01#l,"Windows 10 Pro",,,,,,Yes,,,,INTERNAL,88.98.46.138,,@dms01#t,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1852,2482,laptop-windows,"laptop-windows with Asset ID:",DMSWIN10-014,,,,,,,,457452085,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@dms01#l,"Windows 10 Pro",,,,,,Yes,,,,INTERNAL,88.98.46.138,,@dms01#t,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1853,2483,laptop-windows,"laptop-windows with Asset ID:",DMSWIN10-015,,,,,,,,559667126,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Jester01#ld,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1870,2484,laptop-windows,"laptop-windows with Asset ID:",DMSWIN7-0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2485,workstation-windows,"workstation-windows with Asset ID:",DMSWIN7-0024,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2486,workstation-windows,"workstation-windows with Asset ID:",DMSWIN7-0026,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2487,workstation-windows,"workstation-windows with Asset ID:",DMSWIN7-0027,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2488,workstation-windows,"workstation-windows with Asset ID:",DMSWIN7-0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,"Left 08/07/14",no,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2489,workstation-windows,"workstation-windows with Asset ID:",DMSWIN7-0031,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2490,workstation-windows,"workstation-windows with Asset ID:",DMSWIN7-0033,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,tbc,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2491,workstation-windows,"workstation-windows with Asset ID: 205",DMSWIN8-0010,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2492,workstation-windows,"workstation-windows with Asset ID:",DMSWIN8-0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1849,2493,workstation-windows,"workstation-windows with Asset ID: 215",DMSWIN8-0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,No,yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
