site,user,Title,id,device_class,netbios_name,manufacturer,model,service_tag_serial_number,tpm_chip,lan_ip,admin_url,username,teamviewer_id,ex05_licence,ex05_recovery_key,cgss_subscription,cgss_expiry,net_extender_vpn_url,net_extender_domain,wan_ip,guru_agent,agent_type,guru_remote,guru_security_manager,guru_patch_manager,patch_setting_1,patch_setting_2,patch_setting_3,patch_setting_4,guru_backup_manager,msp_backup_schedule,local_speed_vault,local_speed_vault_unc,days,archiving,file_and_folder,system_state,exchange,asset_status,ms_sql,network_shares,date_purchased,hyper_v,vmware,vdr_select,asset_id,serial_no,serial_number,asset_date_purchased,local_admin_password,os_version,password,ex05_license,tpn_chip,notes,nmc_agent,av_quick_scan,backup_scores,os_installation,vpn_domain,vpn_server,mac_address,teamviewer_password,warranty_expiry_date,purchase_order_no,local_username,local_password,bios_password,screen_saver_password,asset_domain,account_type,encryption_deployed,ex05_pin,boot_sector_lock_password_exo5,local_admin_username,ram,purchase_price,purchase_supplier,username_password_description,physical_cloud,server_host_name,teamvieiwer_password,server_others,description,av_installed
1369,1816,"workstation-windows for 1331 with Asset ID:",2436,workstation-windows,ADIWIN10-002,,,N/A,N/A,N/A,,,198981639,,N/A,,N/A,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@adi01#l,"Windows 10 Pro",,,,N/A,Yes,,,,,vpn.insight.com:4433,,@adi01#t,,,,,,N/A,Adroit.local,"Active Directory on-premise only",,N/A,,sslocal,,,,,,,,,,
1369,1810,"laptop-windows for 1331 with Asset ID:",2437,laptop-windows,ADIWIN10-007,,,1XV2NC2,N/A,N/A,,,600358922,,583209-600842-346148-239921-539825-552376-459052-489368,,N/A,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@adi01#l,"Windows 10 Pro",,,,N/A,Yes,,,,,vpn.insight.com:4433,,@adi01#t,,,,,M3rl1n1066,N/A,Adroit.local,"Active Directory on-premise only",,7126753750,,sslocal,,,,,,,,,,
1369,1816,"workstation-windows for 1331 with Asset ID:",2438,workstation-windows,ABBEY,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,1816,"server for 1331 with Asset ID:",2439,server,ADI2K16-DC01,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,"@adi01#l / Password17","Windows server 2016",,,,,Yes,,,,,,,,,,,,,,Adroit.local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,
1369,1816,"workstation-windows for 1331 with Asset ID:",2440,workstation-windows,ADIWIN10-012,,,JK3VWM2,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Adi01#l,"Windows 10 Pro",,,,,Yes,,,,,vpn.insight.com:4433,,,,,,,,,Adroit.local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,
1369,1813,"laptop-windows for 1331 with Asset ID:",2441,laptop-windows,ADIWIN10-016,,,4877LH2,,,,,630650693,,415437-576268-376937-322861-313577-198506-646888-540353,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Adi01#l,"Windows 10 Pro",,,,,Yes,,,,,vpn.insight.com:4433,,,,,,,Dawidek15,,Adroit.local,"Active Directory on-premise only",,3043857847,,sslocal,,,,,,,,,,
1369,1814,"laptop-windows for 1331 with Asset ID:",2442,laptop-windows,ADIWIN10-017,,,20F7LH2,,,,,692634453,,645854-239470-652058-052514-231913-238392-703153-083908,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Adi01#l,"Windows 10 Pro",,,,,Yes,,,,,vpn.insight.com:4433,,,,,,,Sammy,,Adroit.local,"Active Directory on-premise only",,9618157561,,sslocal,,,,,,,,,,
1367,1819,"workstation-windows for 1329 with Asset ID:",2443,workstation-windows,AMW001,,,,,192.168.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,brazier,,,Local,"Local Device Account",,,,,,,,,,,,,,
1367,1820,"laptop-windows for 1329 with Asset ID:",2444,laptop-windows,AMW002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,,,,,,AMW,brazier,,,,,,,,,,,,,,,,,,
1373,1844,"laptop-windows for 1335 with Asset ID:",2445,laptop-windows,CKWIN10-001,,,,,,,,264390134,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Ck01#l,"Windows 10 Pro",,,,,Yes,,,,,,,Jester01,,,"Janet.Snedden CK Guest","N/A Boost9284",Friday2017,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1373,1845,"workstation-windows for 1335 with Asset ID:",2446,workstation-windows,CKWIN10-002,,,,,,,,266523788,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Jester01,"Windows 10 Pro",,,,,Yes,,,,,,,Jester01,,,"Rob.Snedden
Janet.Snedden","Thursday17
Friday2018",,,Local,"Local Device Account",,,,Ss_admin,,,,,,,,,,
1373,1844,"laptop-windows for 1335 with Asset ID:",2447,laptop-windows,CKWIN10-003,,,,,,,,343054666,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Ck01#l,"Windows 10 Pro",,,,,Yes,,,,,,,@Ck01#t,,,Janet.Snedden,Friday2017,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1370,1840,"laptop-windows for 1332 with Asset ID:",2448,laptop-windows,CATWIN10-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,1842,"workstation-windows for 1332 with Asset ID:",2449,workstation-windows,CORPORATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,1841,"workstation-windows for 1332 with Asset ID:",2450,workstation-windows,JANET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"switch for 1336 with Asset ID:",2451,switch,192.168.1.112,,,,,192.168.1.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"switch for 1336 with Asset ID:",2452,switch,192.168.1.122,,,,,192.168.1.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"switch for 1336 with Asset ID:",2453,switch,192.168.1.199,,,,,192.168.1.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,dsagd,,,,,,,,,,,,,,,,,,
1374,1879,"switch for 1336 with Asset ID:",2454,switch,192.168.1.233,,,,,192.168.1.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"switch for 1336 with Asset ID:",2455,switch,192.168.1.93,,,,,192.168.1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2456,workstation-windows,BOARDROOM,,,,,N/A,,,,,N/A,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,"Windows 10 Pro",,,,"Mini shuttle PC",yes,,,,,88.98.46.138,,,,,,,No,,INTERNAL,"Active Directory Azure AD Sync",,N/A,,,,,,,,,,,,
1374,1847,"workstation-windows for 1336 with Asset ID: 199",2457,workstation-windows,DMDWIN8-0011,,,,,N/A,,,,,N/A,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,199,,,,,"Windows 10 Pro",,,,,yes,,,,,88.98.46.138,,,,,,,No,,INTERNAL,"Active Directory Azure AD Sync",,N/A,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID: 236",2458,workstation-windows,DMS-0044,,,,,N/A,,,,,N/A,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,236,,,,,"Windows 8.1 Pro",,,,,Yes,,,,,88.98.46.138,,,,,,,No,,INTERNAL,"Active Directory Azure AD Sync",,N/A,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2459,workstation-windows,DMS2K12-BACKUP,,,,,192.168.1.20,,,,,N/A,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,"Windows Server 2012 R2 Standard",,,,,yes,,,,,88.98.46.138,,,,,,,No,,INTERNAL,"Active Directory Azure AD Sync",,N/A,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2460,server,DMS2K12-DC01,,,,,192.168.1.22,,,,,N/A,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,"Windows Server 2012 R2 Standard",,,,,yes,,,,,88.98.46.138,,,,,,,No,,INTERNAL,"Active Directory Azure AD Sync",,N/A,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2461,server,DMS2K12-DC02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2462,server,DMS2K12-DC03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2463,server,DMS2K12-FP01,,,,,192.168.1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID: 300",2464,server,DMS2K12-HOST1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,300,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID: 301",2465,server,DMS2K12-HOST2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,301,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2466,server,DMS2K12-SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2467,server,DMS2K3-DC02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2468,server,DMS2K3-FP01,,,,,192.168.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TBC - DecomissioNo",,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2469,server,DMS2K8-DC01,,,,,192.168.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2470,server,DMS2K8-DC02,,,,,192.168.1.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TBC - DecomissioNo",,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2471,server,DMS2K8-MAIL02,,,,,192.168.1.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TBC - DecomissioNo",,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2472,server,DMS2K8-SQL01,,,,,192.168.1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tbc - Migrate VM to 2012",,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2473,server,DMS2K8-WEB01,,,,,192.168.1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2474,workstation-windows,DMSWIN10-001,,,,,192.168.1.53,,,298550297,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,D2gfg45GH,,,payroll,D2gfg45GH,,,,,,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2475,workstation-windows,DMSWIN10-002,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,88.98.46.138,,,,,sslocal,@Dms01#l,,,,,,,,,,,,,,,,,,
1374,1858,"workstation-windows for 1336 with Asset ID: 271",2476,workstation-windows,DMSWIN10-003,,,,,,,,559854446,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,271,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1848,"workstation-windows for 1336 with Asset ID: 216",2477,workstation-windows,DMSWIN10-006,,,,,,,,558907122,,N/A,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,216,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,No,,INTERNAL,"Active Directory Azure AD Sync",,N/A,,,,,,,,,,,,
1374,1849,"workstation-windows for 1336 with Asset ID: 218",2478,workstation-windows,DMSWIN10-007,,,,,,,,558225119,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,NoO,,,,,,,218,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,4307,"workstation-windows for 1336 with Asset ID: 309",2479,workstation-windows,DMSWIN10-008,Dell,,,,,,,560045783,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,309,,,,,"Windows 10 Pro",,,,,yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1878,"laptop-windows for 1336 with Asset ID: 206",2480,laptop-windows,DMSWIN10-012,,,,,,,,755508909,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,206,,,,Jester01,,,,,,No,,,,,88.98.46.138,,Jester01,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,ss_admin,,,,,,,,,,
1374,1851,"laptop-windows for 1336 with Asset ID: 201",2481,laptop-windows,DMSWIN10-013,,,,,,,,436465759,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,201,,,,@dms01#l,"Windows 10 Pro",,,,,Yes,,,,,88.98.46.138,,@dms01#t,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,
1374,1852,"laptop-windows for 1336 with Asset ID: 214",2482,laptop-windows,DMSWIN10-014,,,,,,,,457452085,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,214,,,,@dms01#l,"Windows 10 Pro",,,,,Yes,,,,,88.98.46.138,,@dms01#t,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,
1374,1853,"laptop-windows for 1336 with Asset ID: 211",2483,laptop-windows,DMSWIN10-015,,,,,,,,559667126,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,211,,,,@Jester01#ld,,,,,,yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,
1374,1870,"laptop-windows for 1336 with Asset ID: 269",2484,laptop-windows,DMSWIN7-0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,269,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2485,workstation-windows,DMSWIN7-0024,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID: 307",2486,workstation-windows,DMSWIN7-0026,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Noo,,,,,,,307,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2487,workstation-windows,DMSWIN7-0027,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID: 305",2488,workstation-windows,DMSWIN7-0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,305,,,,,,,,,"Left 08/07/14",no,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2489,workstation-windows,DMSWIN7-0031,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2490,workstation-windows,DMSWIN7-0033,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,tbc,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID: 205",2491,workstation-windows,DMSWIN8-0010,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Noo,,,,,,,205,,,,,,,,,,yes,,,,,,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2492,workstation-windows,DMSWIN8-0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1849,"workstation-windows for 1336 with Asset ID: 215",2493,workstation-windows,DMSWIN8-0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,215,,,,,,,,,No,yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1851,"workstation-windows for 1336 with Asset ID: 217",2494,workstation-windows,DMSWIN8-0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,217,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1857,"workstation-windows for 1336 with Asset ID: 222",2495,workstation-windows,DMSWIN8-0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,222,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2496,workstation-windows,DMSWIN8-0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,"Started 11/07/16",yes,,,,,,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2497,workstation-windows,DMSWIN8-0042,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID: 204",2498,workstation-windows,DMSWIN8-0018,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,204,,,,,,,,,"Need to delete office 365 account, No longer works here",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID: 200",2499,workstation-windows,DMSWIN8-0019,,,,,192.168.1.113,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,200,,,,,,,,,"left 02/06/16",yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1247,4641,"workstation-windows for 34 with Asset ID:",2500,workstation-windows,WASWIN10-004,HP,"HP Pro",,1.2,,,,,,,,,,,,,Pro,,,,"10:00 am","11:00 am","12:00 pm","4:00 pm",,,,,,,,,,Live,,,,,,,,,,,@Was01#l,"Windows 10 Pro",,,,,Yes,,,,,,,,,,,,,,ss.local,"Local Active Directory",,,,sslocal,"8GB DDR3",,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID: 219",2501,workstation-windows,DMSWIN8-0020,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,219,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1858,"workstation-windows for 1336 with Asset ID: 202",2502,workstation-windows,DMSWIN8-0021,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,202,,,,,,,,,,Yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1859,"workstation-windows for 1336 with Asset ID: 197",2503,workstation-windows,DMSWIN8-0023,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,197,,,,,,,,,,Yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2504,workstation-windows,DMSWIN8-0025,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1860,"workstation-windows for 1336 with Asset ID: 220",2505,workstation-windows,DMSWIN8-0026,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,220,,,,,,,,,,Yes,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,
1374,1861,"workstation-windows for 1336 with Asset ID: 203",2506,workstation-windows,DMSWIN8-0027,,,,,,,,357925829,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,203,,,,,,,,,,Yes,,,,,,,@Jester01#t,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1863,"workstation-windows for 1336 with Asset ID: 208",2507,workstation-windows,DMSWIN8-003,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,208,,,,,,,,,,Yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,_,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2508,workstation-windows,DMSWIN8-0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1864,"workstation-windows for 1336 with Asset ID: 198",2509,workstation-windows,DMSWIN8-004,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,198,,,,,,,,,,Yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID: 209",2510,workstation-windows,DMSWIN8-0040,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,209,,,,,,,,,,Yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID: 213",2511,workstation-windows,DMSWIN8-0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,213,,,,,,,,,,Yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1854,"workstation-windows for 1336 with Asset ID: 268",2512,workstation-windows,DMSWIN8-0017,,,,,,,,282874378,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,268,,,,,,,,,,yes,,,,,88.98.46.138,,@Jester01#t,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1870,"workstation-windows for 1336 with Asset ID: 237",2513,workstation-windows,DMSWIN8-0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,237,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,4627,"workstation-windows for 1336 with Asset ID: 212",2514,workstation-windows,DMSWIN8-006,,,,,,,,,,,,,,,,,Pro,,,,,,,,,,,,,,,,,Live,,,,,,,212,,,,@Dms01#l,,,,,,yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID: 221",2515,workstation-windows,DMSWIN8-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,221,,,,,,,,,,Yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1866,"workstation-windows for 1336 with Asset ID: 210",2516,workstation-windows,DMSWIN8-008,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,210,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID: 238",2517,workstation-windows,DMSWIN8-045,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Noo,,,,,,,238,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,
1374,1867,"workstation-windows for 1336 with Asset ID: 239",2518,workstation-windows,DMSWIN8-009B,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,239,,,,@Dms01#l,,,,,,Yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,
1374,1879,"printer for 1336 with Asset ID:",2519,printer,IRA5240-B1,,,,,192.168.1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
