"Post Type",id,Title,Content,client,site,user,user_display,device_class,netbios_name,manufacturer,model,service_tag_serial_number,type,asset_id,asset_status,lan_ip,local_admin_username,local_admin_password,local_username,local_password,teamviewer_id,teamviewer_password,ex05_licence,ex05_recovery_key,vpn_server,vpn_domain,bios_password,patch_setting_1,patch_setting_2,patch_setting_3,patch_setting_4,av_installed,AV_Profile_Desktops,patch_installed,3rd_Party_Patching,patch_profile_desktops,msp_backup_schedule,local_speed_vault_unc,days,cpu,storage,ram,os_version,purchase_order_no,purchase_date,warranty_description,warranty_reference,purchase_price,purchase_supplier,warranty_expiry,warrranty_registration,wan_ip,local_speed_vault,guru_backup_schedule,guru_backup_manager,guru_patch_manager,guru_security_manager,guru_remote,agent_type,guru_agent,net_extender_domain,net_extender_vpn_url,cgss_expiry,cgss_subscription,username,admin_url,tpm_chip,_wp_old_slug,archiving,file_and_folder,system_state,exchange,ms_sql,netork_shares,date_purchased,hyper_v,vmware,vdr_select,serial_no,serial_number,asset_date_purchased,password,ex05_license,notes,nmc_agent,av_quick_scan,backup_scores,os_installation,mac_address,screen_saver_password,asset_domain,account_type,encryption_delopyed,ex05_pin,boot_Sectory_lock_password_exo5,server_type,filewault_recovery_key,nmc_license_type,pro_license,el_3rd_party_patching,av_full_scan,ex05_recovery_pin,patch_profile_desktop,ssh_username,whm_admin,ssh_port,ssh_password,av_profile_laptop,patch_profile_laptop,server_purpose,in_a_cluser,ns1,ns2,ns3,ns4,host_name,backup_source,unique_id,_wp_page_template,in_a_cluster,av_profile_laptops,patch_profile_Laptops,filevault_recovery_key
assets,2413,"laptop-windows for 1331 with Asset ID:",,1331,1369,1807,1807,laptop-windows,ADI017,,,,,,Live,192.168.30.84,,,,,,,,561286-341869-370051-406263-498234-172425-082357-461516,vpn.insight.com:4433,,Phoen1x,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,1.2,laptop-windows-with-asset-id-245,,,,,,,,,,,,,,,,,Yes,,,,,,Adroit.local,"Active Directory on-premise only",Yes,955402954,KCpUGxBR,,,,,,,,,,,,,,,,,,,,,,,55,default,,,,
assets,2414,"laptop-windows for 1331 with Asset ID:",,1331,1369,1802,1802,laptop-windows,ADI018,,,,,,Live,,,,,,,,,633182-369281-309628-205854-061765-326546-392832-318934,vpn.insight.com:4433,,N0tquite57&,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,Yes,laptop-windows-with-asset-id-255,,,,,,,,,,,,,,,,,Yes,,,,,,Adroit.local,"Active Directory on-premise only",Yes,1852409038,fpjPDfNj,,,,,,,,,,,,,,,,,,,,,,,56,default,,,,
assets,2415,"firewall for 1331 with Asset ID:",,1331,1369,1816,1816,firewall,0017C5AF7B28,,,,,,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,firewall-with-asset-id-2,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,default,,,,
assets,2416,"firewall for 1331 with Asset ID:",,1331,1369,1816,1816,firewall,18B16971F004,,,Dd,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,firewall-with-asset-id-3,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,default,,,,
assets,2417,"server for 1331 with Asset ID:",,1331,1369,1816,1816,server,ADI2K12-BACKUP,,,,,,Live,192.168.30.15,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windows Server 2012 R2",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,server-with-asset-id-9,,,,,,,,,,,,,,,,,Yes,,,,,,Adroit.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,59,default,,,,
assets,2418,"server for 1331 with Asset ID:",,1331,1369,1816,1816,server,ADI2K12-PROD01,,,,,,Live,192.168.30.14,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windows Server 2012 R2",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,server-with-asset-id-10,,,,,,,,,,,,,,,,,Yes,,,,,,Adroit.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,60,default,,,,
assets,2419,"laptop-windows for 1331 with Asset ID:",,1331,1369,1800,1800,laptop-windows,ADIWIN10-003,,,,,,Live,,ss_admin,Jester01,,Sub1aru,327925495,@Jester01,,008910-560307-620389-463067-708884-235741-084447-630949,vpn.insight.com:4433,,Sub1aru,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,2,laptop-windows-with-asset-id-256,,,,,,,,,,,,,,,,,Yes,,,,,,Adroit.local,"Active Directory on-premise only",Yes,69853075,ecbFhnVT,,,,,,,,,,,,,,,,,,,,,,,61,default,,,,
assets,2420,"workstation-windows for 1331 with Asset ID:",,1331,1369,1816,1816,workstation-windows,ADIWIN10-009,,,,,,Live,,sslocal,@Adi01#l,,,633341837,@adi01#t,,,vpn.insight.com:4433,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-9,,,,,,,,,,,,,,,,,Yes,,,,,,Adroit.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,62,default,,,,
assets,2421,"printer for 1331 with Asset ID:",,1331,1369,1816,1816,printer,,,,,,,Live,192.168.30.11,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,printer-with-asset-id,,,,,,,,,,,,,,,,,Yes,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,63,default,,,,
assets,2422,"server for 1331 with Asset ID:",,1331,1369,1816,1816,server,DOMAIN001,,,,,,Live,192.168.30.10,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windows Server 2008 R2",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,server-with-asset-id-11,,,,,,,,,,,,,,,,,Yes,,,,,,Adroit.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,64,default,,,,
assets,2423,"laptop-windows for 1331 with Asset ID:",,1331,1369,1816,1816,laptop-windows,,,,,,,Noo,192.168.1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-2,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,65,default,,,,
assets,2424,"laptop-windows for 1331 with Asset ID:",,1331,1369,1816,1816,laptop-windows,,,,,,,Live,,sslocal,@adi01#l,Floyd,Kinder1463,743597077,@adi01#t,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-3,,,,,,,,,,,,,,,,,,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,66,default,,,,
assets,2425,"printer for 1331 with Asset ID:",,1331,1369,1816,1816,printer,,,"hp color LaserJet 5550",,,,Live,192.168.30.20,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,printer-with-asset-id-2,,,,,,,,,,,,,,,,,Yes,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,67,default,,,,
assets,2426,"laptop-mac for 1331 with Asset ID:",,1331,1369,1812,1812,laptop-mac,Marilyns-MBP.home,,,,,,Live,,sslocal,@Adi01#l,Mtran,Wednesday01,,,,BTVP-ALAY-G5ER-6DM2-9K39-22LU,vpn.insight.com:4433,,Monday2018,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,laptop-mac-with-asset-id,,,,,,,,,,,,,,,,,No,,,,,,Adroit.local,"Active Directory on-premise only",tbc,,,,fadcas,,,,,,,,,,,,,,,,,,,,,68,default,,,,
assets,2427,"laptop-windows for 1331 with Asset ID:",,1331,1369,1816,1816,laptop-windows,,,,,,,Live,,ss_admin,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,Disconnected,laptop-windows-with-asset-id-4,,,,,,,,,,,,,,,,,Yes,,,,,,,,cmd,,,,,,,,,,,,,,,,,,,,,,,,,69,default,,,,
assets,2428,"laptop-mac for 1331 with Asset ID:",,1331,1369,1806,1806,laptop-mac,NATHANS-MACBOOK,,,,,,"Stolen / Inactive",,,,,,,,,,,,Kelsey2002,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,laptop-mac-with-asset-id-2,,,,,,,,,,,,,,,,,,,,,,,Adroit.local,"Active Directory on-premise only",Yes,,"M1nstrel1976(File Vault Password)",,,,,,,,,,,,,,,,,,,,,,,70,default,,,,
assets,2429,"access-point for 1331 with Asset ID:",,1331,1369,1816,1816,access-point,ap1,,,Dddf,,,Live,192.168.30.66,,,"SSID = ADI_GUEST
 SSID = ADI_SECURE","Internet2016
 Q8%De3!Sc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,access-point-with-asset-id,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,71,default,,,,
assets,2430,"access-point for 1331 with Asset ID:",,1331,1369,1816,1816,access-point,b,,,,,,Live,192.168.30.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,access-point-with-asset-id-2,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,default,,,,
assets,2431,"access-point for 1331 with Asset ID:",,1331,1369,1816,1816,access-point,c,,,,,,Live,192.168.30.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,access-point-with-asset-id-3,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,default,,,,
assets,2432,"access-point for 1331 with Asset ID:",,1331,1369,1816,1816,access-point,d,,,,,,Live,,,,www.cloudtrax.com,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,access-point-with-asset-id-4,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,default,,,,
assets,2433,"access-point for 1331 with Asset ID:",,1331,1369,1816,1816,access-point,e,,,165233344,,,Live,,,,www.cloudtrax.com,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,access-point-with-asset-id-5,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,default,,,,
assets,2434,"access-point for 1331 with Asset ID:",,1331,1369,1816,1816,access-point,e,,,165233118,,,Live,,,,www.cloudtrax.com,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,access-point-with-asset-id-6,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,default,,,,
assets,2435,"laptop-windows for 1331 with Asset ID:",,1331,1369,1811,1811,laptop-windows,ADIWIN10-008,,,GRVC2G2,,,Live,N/A,sslocal,@adi01#l,,,599631741,@adi01#t,,433708-133089-534424-493702-118426-214225-157300-193864,vpn.insight.com:4433,,N/A,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,N/A,,,,,Proffessional,,,,N/A,,,,N/A,laptop-windows-with-asset-id-248,,,,,,,,,,,,,,,,N/A,Yes,,,,,N/A,Adroit.local,"Active Directory on-premise only",N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,77,default,,,,
assets,2436,"workstation-windows for 1331 with Asset ID:",,1331,1369,1816,1816,workstation-windows,ADIWIN10-002,,,N/A,,,Live,N/A,sslocal,@adi01#l,,,198981639,@adi01#t,,N/A,vpn.insight.com:4433,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,N/A,,,,,Proffessional,,,,N/A,,,,N/A,workstation-windows-with-asset-id-253,,,,,,,,,,,,,,,,N/A,Yes,,,,,N/A,Adroit.local,"Active Directory on-premise only",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,78,default,,,,
assets,2437,"laptop-windows for 1331 with Asset ID:",,1331,1369,1810,1810,laptop-windows,ADIWIN10-007,,,1XV2NC2,,,Live,N/A,sslocal,@adi01#l,,,600358922,@adi01#t,,583209-600842-346148-239921-539825-552376-459052-489368,vpn.insight.com:4433,,M3rl1n1066,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,N/A,,,,,Proffessional,,,,N/A,,,,N/A,laptop-windows-with-asset-id-249,,,,,,,,,,,,,,,,N/A,Yes,,,,,N/A,Adroit.local,"Active Directory on-premise only",Yes,7126753750,N/A,,,,,,,,,,,,,,,,,,,,,,,79,default,,,,
assets,2438,"workstation-windows for 1331 with Asset ID:",,1331,1369,1816,1816,workstation-windows,ABBEY,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-257,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,default,,,,
assets,2439,"server for 1331 with Asset ID:",,1331,1369,1816,1816,server,ADI2K16-DC01,,,,,,Live,,sslocal,"@adi01#l / Password17",,,,,,,,,,,,,,,,,,,,,,,,,"Windows server 2016",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,server-with-asset-id-12,,,,,,,,,,,,,,,,,Yes,,,,,,Adroit.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,81,default,,,,
assets,2440,"workstation-windows for 1331 with Asset ID:",,1331,1369,1816,1816,workstation-windows,ADIWIN10-012,,,JK3VWM2,,,Live,,sslocal,@Adi01#l,,,,,,,vpn.insight.com:4433,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-286,,,,,,,,,,,,,,,,,Yes,,,,,,Adroit.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,82,default,,,,
assets,2441,"laptop-windows for 1331 with Asset ID:",,1331,1369,1813,1813,laptop-windows,ADIWIN10-016,,,4877LH2,,,Live,,sslocal,@Adi01#l,,,630650693,,,415437-576268-376937-322861-313577-198506-646888-540353,vpn.insight.com:4433,,Dawidek15,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-386,,,,,,,,,,,,,,,,,Yes,,,,,,Adroit.local,"Active Directory on-premise only",,3043857847,,,,,,,,,,,,,,,,,,,,,,,,83,default,,,,
assets,2442,"laptop-windows for 1331 with Asset ID:",,1331,1369,1814,1814,laptop-windows,ADIWIN10-017,,,20F7LH2,,,Live,,sslocal,@Adi01#l,,,692634453,,,645854-239470-652058-052514-231913-238392-703153-083908,vpn.insight.com:4433,,Sammy,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-387,,,,,,,,,,,,,,,,,Yes,,,,,,Adroit.local,"Active Directory on-premise only",,9618157561,,,,,,,,,,,,,,,,,,,,,,,,84,default,,,,
assets,2443,"workstation-windows for 1329 with Asset ID:",,1329,1367,1819,1819,workstation-windows,AMW001,,,,,,Live,192.168.1.2,,,,brazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-10,,,,,,,,,,,,,,,,,yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,85,default,,,,
assets,2444,"laptop-windows for 1329 with Asset ID:",,1329,1367,1820,1820,laptop-windows,AMW002,,,,,,Live,,,,AMW,brazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-5,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,default,,,,
assets,2445,"laptop-windows for 1335 with Asset ID:",,1335,1373,1844,1844,laptop-windows,CKWIN10-001,,,,,,Live,,sslocal,@Ck01#l,"Janet.Snedden CK Guest","N/A Boost9284",264390134,Jester01,,,,,Friday2017,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-6,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,87,default,,,,
assets,2446,"workstation-windows for 1335 with Asset ID:",,1335,1373,1845,1845,workstation-windows,CKWIN10-002,,,,,,Live,,Ss_admin,Jester01,"Rob.Snedden
Janet.Snedden","Thursday17
Friday2018",266523788,Jester01,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-11,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,88,default,,,,
assets,2447,"laptop-windows for 1335 with Asset ID:",,1335,1373,1844,1844,laptop-windows,CKWIN10-003,,,,,,Live,,sslocal,@Ck01#l,Janet.Snedden,Friday2017,343054666,@Ck01#t,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-274,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,89,default,,,,
assets,2448,"laptop-windows for 1332 with Asset ID:",,1332,1370,1840,1840,laptop-windows,CATWIN10-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,default,,,,
assets,2449,"workstation-windows for 1332 with Asset ID:",,1332,1370,1842,1842,workstation-windows,CORPORATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,default,,,,
assets,2450,"workstation-windows for 1332 with Asset ID:",,1332,1370,1841,1841,workstation-windows,JANET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,default,,,,
assets,2451,"switch for 1336 with Asset ID:",,1336,1374,1879,1879,switch,192.168.1.112,,,,,,Noo,192.168.1.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,switch-with-asset-id,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,default,,,,
assets,2452,"switch for 1336 with Asset ID:",,1336,1374,1879,1879,switch,192.168.1.122,,,,,,Noo,192.168.1.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,switch-with-asset-id-2,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,default,,,,
assets,2453,"switch for 1336 with Asset ID:",,1336,1374,1879,1879,switch,192.168.1.199,,,,,,Noo,192.168.1.199,,,,dsagd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,switch-with-asset-id-3,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,default,,,,
assets,2454,"switch for 1336 with Asset ID:",,1336,1374,1879,1879,switch,192.168.1.233,,,,,,Noo,192.168.1.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,switch-with-asset-id-4,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,default,,,,
assets,2455,"switch for 1336 with Asset ID:",,1336,1374,1879,1879,switch,192.168.1.93,,,,,,Noo,192.168.1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,switch-with-asset-id-5,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,default,,,,
assets,2456,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,BOARDROOM,,,,,,Live,N/A,,,,,,,,N/A,88.98.46.138,,No,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-14,,,,,,,,,,,,,,,,"Mini shuttle PC",yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,98,default,,,,
assets,2457,"workstation-windows for 1336 with Asset ID: 199",,1336,1374,1847,1847,workstation-windows,DMDWIN8-0011,,,,,199,Live,N/A,,,,,,,,N/A,88.98.46.138,,No,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-199,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,99,default,,,,
assets,2458,"workstation-windows for 1336 with Asset ID: 236",,1336,1374,1879,1879,workstation-windows,DMS-0044,,,,,236,Live,N/A,,,,,,,,N/A,88.98.46.138,,No,,,,,,,,,,,,,,,,"Windows 8.1 Pro",,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-236,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,100,default,,,,
assets,2459,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,DMS2K12-BACKUP,,,,,,Live,192.168.1.20,,,,,,,,N/A,88.98.46.138,,No,,,,,,,,,,,,,,,,"Windows Server 2012 R2 Standard",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-n-a,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,101,default,,,,
assets,2460,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,DMS2K12-DC01,,,,,,Live,192.168.1.22,,,,,,,,N/A,88.98.46.138,,No,,,,,,,,,,,,,,,,"Windows Server 2012 R2 Standard",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,server-with-asset-id-n-a,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,102,default,,,,
assets,2461,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,DMS2K12-DC02,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-13,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,default,,,,
assets,2462,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,DMS2K12-DC03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,default,,,,
assets,2463,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,DMS2K12-FP01,,,,,,Live,192.168.1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-15,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,default,,,,
assets,2464,"server for 1336 with Asset ID: 300",,1336,1374,1879,1879,server,DMS2K12-HOST1,,,,,300,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-16,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,default,,,,
assets,2465,"server for 1336 with Asset ID: 301",,1336,1374,1879,1879,server,DMS2K12-HOST2,,,,,301,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-17,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Professional,,,,,,,,,,,,,,,,,,,,107,default,,,,
assets,2466,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,DMS2K12-SS,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-18,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,default,,,,
assets,2467,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,DMS2K3-DC02,,,,,,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-19,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,default,,,,
assets,2468,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,DMS2K3-FP01,,,,,,"TBC - DecomissioNo",192.168.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-20,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,default,,,,
assets,2469,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,DMS2K8-DC01,,,,,,Noo,192.168.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-21,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,default,,,,
assets,2470,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,DMS2K8-DC02,,,,,,"TBC - DecomissioNo",192.168.1.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-22,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,default,,,,
assets,2471,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,DMS2K8-MAIL02,,,,,,"TBC - DecomissioNo",192.168.1.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-23,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,default,,,,
assets,2472,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,DMS2K8-SQL01,,,,,,"tbc - Migrate VM to 2012",192.168.1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-24,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,default,,,,
